name,call_sites,max_args,distribution
func_0003E644,1,1,1 args x1
func_0003E5C4,1,1,1 args x1
func_0003F168,1,1,1 args x1
func_0003F4F8,1,1,1 args x1
func_0002C7DC,1,2,2 args x1
func_0002C760,1,3,3 args x1
func_00040110,1,1,1 args x1
func_000403B0,1,1,1 args x1
func_00040568,1,1,1 args x1
func_000407A4,1,1,1 args x1
func_0002C81C,1,2,2 args x1
func_0000D878,1,2,2 args x1
func_000413B0,1,1,1 args x1
func_0003680C,1,1,1 args x1
