name,call_sites,max_args,distribution
func_00186718,55,7,7 args x55
func_0007FD4C,54,3,2 args x50; 3 args x1; 1 args x1
func_000D6844,54,2,1 args x27; 2 args x22
func_0026B37C,54,3,2 args x46; 3 args x4; 1 args x3
func_0018CAF4,54,8,8 args x54
func_000775C8,53,3,3 args x53
func_002CEA6C,53,8,1 args x37; 3 args x8; 2 args x2
func_000406AC,52,3,3 args x45; 2 args x4
func_0006F96C,52,4,2 args x33; 3 args x14; 4 args x4
func_0008C79C,52,3,2 args x47; 3 args x4; 1 args x1
func_00171104,52,2,1 args x21; 2 args x2
func_002663FC,52,6,4 args x51; 6 args x1
func_002A043C,52,4,4 args x51; 2 args x1
func_00266014,51,3,2 args x47; 3 args x2; 1 args x1
func_001FE8E4,51,3,3 args x51
func_00074ADC,50,3,2 args x46; 1 args x2; 3 args x1
func_00170D08,50,7,3 args x46; 2 args x1; 4 args x1
func_00185E68,50,8,3 args x47; 5 args x1; 4 args x1
func_0027EBB0,50,5,3 args x47; 5 args x2; 4 args x1
func_0027D058,50,3,2 args x48; 3 args x1
func_0017DE2C,50,5,2 args x46; 5 args x2; 4 args x2
func_0026AEA0,49,5,5 args x49
func_000A14A8,48,4,4 args x44; 3 args x2
func_0008DEF4,47,3,3 args x40; 1 args x4
func_00094970,47,3,1 args x27; 2 args x6; 3 args x1
func_00094F28,47,3,2 args x46; 3 args x1
func_0009321C,47,3,2 args x40; 3 args x1
func_0017B760,47,2,1 args x13; 2 args x2
func_002CE4C4,47,8,1 args x24; 4 args x19; 8 args x1
func_0008BEBC,46,4,4 args x45; 3 args x1
func_00200550,46,7,3 args x45; 7 args x1
func_000D75E8,45,4,2 args x29; 1 args x3; 4 args x1
func_0001A350,45,1,1 args x43
func_00187BB0,45,5,2 args x37; 3 args x2; 4 args x2
func_00080134,44,3,2 args x42; 3 args x1
func_0017C014,44,2,2 args x27; 1 args x2
func_0008E8A4,44,4,1 args x33; 3 args x2; 4 args x1
func_000609F4,44,3,3 args x39; 2 args x4; 1 args x1
func_0003D1C0,44,3,2 args x42; 3 args x1
func_00266668,44,4,4 args x44
func_0027EEBC,44,7,2 args x42; 7 args x1
func_000823D0,43,2,2 args x43
func_001ED71C,43,8,8 args x40; 6 args x2; 5 args x1
func_001A1320,43,3,3 args x43
func_0017CB1C,43,3,2 args x40; 1 args x1; 3 args x1
func_0007FD14,42,3,2 args x37; 3 args x2; 1 args x1
func_00096754,42,7,1 args x32; 2 args x2; 3 args x1
func_0017CF50,42,6,4 args x36; 5 args x4; 6 args x2
func_0009F6A8,41,4,2 args x38; 3 args x2; 4 args x1
func_0017CAD0,41,5,3 args x37; 2 args x2; 5 args x1
func_0017CB68,41,3,2 args x32; 3 args x2; 1 args x1
func_0004260C,40,4,1 args x36; 3 args x2; 4 args x1
func_00078D2C,40,4,3 args x39; 4 args x1
func_002EF364,40,8,1 args x18; 2 args x14; 3 args x3
func_00091F64,40,6,6 args x26; 5 args x14
func_000D6800,40,5,2 args x32; 1 args x5; 5 args x1
func_0017B4A0,40,6,3 args x33; 6 args x1; 4 args x1
func_000D6EAC,40,2,2 args x27; 1 args x3
func_001A1030,40,5,3 args x36; 2 args x3; 5 args x1
func_002CC9C4,40,3,3 args x39; 1 args x1
func_00187B24,40,5,2 args x33; 1 args x2; 4 args x1
func_0001E1A8,39,4,4 args x39
func_0008E6C4,39,4,4 args x39
func_000892D4,38,3,2 args x36; 3 args x1
func_0005FAE4,38,5,3 args x31; 2 args x5; 4 args x1
func_00074248,38,3,2 args x35; 3 args x3
func_000A2598,38,7,1 args x2; 2 args x1; 7 args x1
func_0006D820,38,3,3 args x32; 1 args x4
func_00151A4C,38,3,3 args x38
func_00152464,38,3,3 args x30
func_001A39C8,38,6,2 args x37; 6 args x1
func_00283708,38,3,3 args x38
func_0019C4E8,38,4,4 args x38
func_000A0828,37,3,2 args x35; 3 args x1
func_000914F4,37,6,3 args x35; 6 args x2
func_000966A8,37,4,2 args x31; 1 args x2; 3 args x2
func_0006855C,37,6,6 args x37
func_000A25F0,37,2,2 args x18; 1 args x18
func_0017B880,37,2,2 args x33; 1 args x2
func_001FEFAC,37,7,5 args x34; 1 args x1; 3 args x1
func_002A0BAC,37,4,3 args x32; 4 args x3; 2 args x2
func_00035D28,36,3,2 args x33; 3 args x2
func_0008C5C4,36,2,2 args x35
func_000996F0,36,4,3 args x35; 4 args x1
func_00074308,36,4,1 args x22; 3 args x7; 2 args x4
func_001DE740,36,8,8 args x36
func_00083254,35,5,2 args x24; 5 args x5; 3 args x3
func_000804E4,35,6,2 args x25; 4 args x3; 3 args x3
func_0003D248,35,4,4 args x31; 3 args x4
func_0008110C,35,3,2 args x30; 3 args x4; 1 args x1
func_000743F8,35,1,1 args x8
func_00086668,35,2,1 args x27; 2 args x1
func_000D73BC,35,2,2 args x25; 1 args x3
func_000A48AC,35,4,1 args x9; 4 args x1; 2 args x1
func_00088968,35,2,2 args x34
func_00186960,35,3,3 args x35
func_002A2078,35,7,7 args x35
func_00205108,35,4,4 args x35
func_0007480C,34,4,1 args x8; 2 args x3; 4 args x1
func_0005A860,34,6,5 args x31; 6 args x1; 3 args x1
func_0009619C,34,2,2 args x32; 1 args x1
func_002EF4A0,34,4,1 args x18; 2 args x10; 4 args x1
func_000A4064,34,3,1 args x14; 3 args x1
func_000844B8,34,3,2 args x32; 3 args x1; 1 args x1
func_0001A344,34,1,1 args x30
func_002F48F0,33,2,2 args x1
func_00004098,33,3,3 args x33
func_002EF044,33,5,1 args x23; 5 args x1
func_0008B46C,33,3,3 args x33
func_0005AC90,33,3,2 args x28; 3 args x5
func_001864D4,33,8,8 args x33
func_0029BEA4,33,7,2 args x23; 4 args x2; 3 args x2
func_00200BF8,33,8,8 args x33
func_002EF5A4,32,5,1 args x19; 2 args x9; 5 args x1
func_0005CD04,32,5,3 args x27; 2 args x4; 5 args x1
func_0007A968,32,3,3 args x28; 2 args x3
func_0008A314,32,3,3 args x31; 2 args x1
func_0008CCB0,32,3,2 args x28; 3 args x1
func_00094C34,32,3,2 args x29; 1 args x2; 3 args x1
func_0027166C,32,2,2 args x30
func_00267AB0,32,5,2 args x26; 3 args x4; 5 args x2
func_001F5F74,32,8,8 args x30; 7 args x2
func_0008B27C,31,3,3 args x30; 2 args x1
func_001A0FA4,31,2,2 args x30; 1 args x1
func_00194A5C,31,5,3 args x28; 4 args x1; 2 args x1
func_001A36F0,31,5,3 args x30; 5 args x1
func_00035DD8,30,2,2 args x30
func_00071360,30,5,3 args x26; 4 args x2; 1 args x1
func_002F6A08,30,4,4 args x30
func_00187BD8,30,5,4 args x29; 5 args x1
func_0010A9BC,30,2,2 args x29
func_00019BD4,29,3,3 args x29
func_000963A4,29,3,2 args x26; 3 args x2
func_0006FD84,29,4,4 args x29
func_0005AEF4,29,2,2 args x29
func_0014B9BC,29,4,2 args x28; 4 args x1
func_00095C28,29,3,1 args x27; 3 args x2
func_00171954,29,3,2 args x27; 3 args x1; 1 args x1
func_0027CB98,29,8,2 args x24; 4 args x1; 8 args x1
func_00266AF0,29,2,1 args x17; 2 args x7
func_0027D16C,29,8,5 args x27; 2 args x1; 8 args x1
func_001A42C4,29,3,3 args x24; 2 args x5
func_0005F910,28,3,3 args x26; 2 args x2
func_0001A1A0,28,3,3 args x27; 1 args x1
func_00090DB0,28,3,2 args x20; 3 args x6
func_00092C34,28,3,3 args x26; 2 args x2
func_000A4C1C,28,3,1 args x11; 3 args x1
func_00073874,28,3,3 args x24; 2 args x2
func_00276B74,28,4,4 args x28
func_002748D8,28,7,4 args x26; 3 args x1; 7 args x1
func_00074294,27,2,2 args x25
func_0007C2B8,27,5,5 args x26; 4 args x1
func_00078A14,27,8,4 args x25; 8 args x2
func_0005BB2C,27,4,4 args x27
func_0017C3DC,27,5,1 args x11; 2 args x1; 5 args x1
func_0017BF20,27,4,2 args x21; 1 args x4; 4 args x1
func_000A41B4,27,2,2 args x27
func_0005CE08,27,5,5 args x27
func_0005FFA8,27,3,3 args x27
func_0027EB14,27,5,1 args x20; 3 args x3; 5 args x1
func_002A3584,27,8,8 args x23; 7 args x4
func_00187AA4,27,6,3 args x24; 4 args x2; 6 args x1
func_00043A14,26,5,4 args x22; 3 args x3; 5 args x1
func_000910F0,26,3,3 args x26
func_000603B4,26,3,2 args x21; 3 args x5
func_00083D44,26,2,2 args x24
func_0008C4A4,26,3,3 args x26
func_0008BAA8,26,3,2 args x24; 3 args x2
func_000D6FF8,26,3,2 args x13; 1 args x2; 3 args x1
func_00161AE0,26,7,6 args x24; 7 args x2
func_00199C94,26,5,4 args x20; 2 args x5; 5 args x1
func_002CDE4C,26,2,2 args x20; 1 args x5
func_001A3290,26,5,5 args x26
func_0017D5B8,26,6,4 args x24; 3 args x1; 6 args x1
func_0008AC80,25,3,1 args x17; 3 args x2; 2 args x1
func_000790D0,25,2,2 args x22; 1 args x2
func_0008CC4C,25,3,2 args x23; 3 args x1
func_00015B2C,25,3,3 args x24; 2 args x1
func_000A16BC,25,2,1 args x18; 2 args x1
func_0014B944,25,4,1 args x20; 2 args x2; 4 args x1
func_000152AC,25,4,4 args x25
func_00095644,25,5,5 args x25
func_00083E5C,25,7,2 args x22; 7 args x1
func_000D74FC,25,2,2 args x19; 1 args x5
func_000FF664,25,2,2 args x9; 1 args x1
func_002E6434,25,2,2 args x25
func_002E6718,25,5,3 args x2; 1 args x2; 2 args x1
func_00286D98,25,2,2 args x18; 1 args x7
func_0007E1A4,24,4,3 args x23; 4 args x1
func_00076F18,24,5,1 args x9; 2 args x4; 5 args x2
