name,call_sites,max_args,distribution
ehsys_0E47B027,10,3,2 args x5; 1 args x4; 3 args x1
ehsys_0184D16D,10,3,3 args x4; 1 args x2; 2 args x2
ehsys_2F061354,10,3,1 args x8; 3 args x1
duel_eng_7B9403F7,10,1,1 args x1
ehsys_D46615D9,10,2,2 args x1
ehsys_53636C1D,10,1,1 args x1
ehsys_680BA5D6,9,6,2 args x8; 6 args x1
ehsys_758DE09D,9,5,5 args x7; 3 args x2
ehsys_51007C70,9,3,2 args x8; 3 args x1
ehsys_8E537509,9,2,2 args x9
ehsys_551A8EF2,9,3,3 args x9
ehsys_45FA60B1,9,1,1 args x9
ehsys_D7155BDE,9,3,2 args x8; 3 args x1
ehsys_9753FA81,9,2,2 args x4; 1 args x2
ehsys_1673F2B1,9,3,3 args x9
duel_eng_8EFF94AA,9,1,1 args x1
ehsys_E71B4A22,9,3,3 args x9
ehsys_E027B544,9,2,1 args x3; 2 args x1
duel_eng_564492D2,9,3,3 args x8; 1 args x1
ehsys_34A7E8C2,9,2,1 args x8; 2 args x1
ehsys_60ABAEE7,9,1,1 args x8
ehsys_E7BEDD6E,9,3,1 args x4; 2 args x3; 3 args x1
ehsys_07CAB9E4,9,2,1 args x4; 2 args x3
ehsys_D60CF578,9,2,1 args x7; 2 args x2
duel_eng_AF275F8F,9,2,2 args x9
ehsys_53D7C1EE,9,2,2 args x7
ehsys_723A097D,9,1,1 args x7
ehsys_459B889D,8,2,2 args x8
ehsys_1C2A8EDD,8,3,3 args x8
ehsys_F96953BE,8,5,5 args x8
ehsys_B8770B92,8,3,3 args x8
ehsys_8C5B148E,8,3,3 args x8
ehsys_8798050C,8,1,1 args x8
ehsys_C0AB60EF,8,2,2 args x8
ehsys_0D3E2FA6,8,2,2 args x8
ehsys_BAB403B8,8,2,2 args x7
ehsys_5836AFF1,8,1,1 args x1
ehsys_7DFFA500,8,2,2 args x8
ehsys_687F1A2C,8,1,1 args x8
ehsys_5A023ABD,8,1,1 args x8
ehsys_F711002C,8,2,1 args x6; 2 args x2
ehsys_8867335A,8,3,2 args x7; 3 args x1
ehsys_906A916B,8,2,1 args x3; 2 args x1
ehsys_E618B6BA,8,1,1 args x6
ehsys_9AFBEBC2,8,2,2 args x4; 1 args x4
ehsys_D2361003,8,2,1 args x6; 2 args x1
ehsys_9EB9A3A6,8,3,3 args x8
ehsys_5A6B0741,8,2,2 args x5; 1 args x3
ehsys_EF06FE41,8,4,4 args x8
ehsys_C4D9C911,8,6,3 args x6; 6 args x2
ehsys_B3B5D3CF,8,7,7 args x5; 2 args x1; 4 args x1
charalist_0B63A183,8,3,3 args x8
ehsys_B6C65705,8,3,3 args x8
ehsys_1D76FBF3,8,2,2 args x8
ehsys_8637BCB2,8,2,2 args x1
ehsys_AF8E6886,8,2,2 args x1
ehsys_B8DDA661,7,3,3 args x7
ehsys_2EE943AC,7,2,1 args x6; 2 args x1
ehsys_sceGuSync,7,2,2 args x7
ehsys_54F69CFE,7,4,3 args x6; 4 args x1
ehsys_C774A9D5,7,3,3 args x7
ehsys_F11F0D9A,7,3,1 args x5; 2 args x1; 3 args x1
ehsys_AE84266D,7,1,1 args x7
ehsys_E60D8E10,7,1,1 args x3
ehsys_C644C679,7,3,1 args x4; 3 args x1
ehsys_088F768A,7,1,1 args x7
ehsys_6A91E8E8,7,1,1 args x7
ehsys_02C26DF1,7,5,3 args x3; 5 args x2; 1 args x2
ehsys_6595A5B3,7,1,1 args x5
ehsys_50EA4D71,7,3,2 args x5; 3 args x2
ehsys_BB4F3954,7,1,1 args x6
ehsys_BD86E5F9,7,2,1 args x6; 2 args x1
ehsys_9854B469,7,1,1 args x7
ehsys_1672C0A7,7,2,1 args x4; 2 args x3
ehsys_BF62545B,7,3,3 args x7
ehsys_C1FD7BFC,7,3,1 args x6; 3 args x1
ehsys_0836FA55,7,1,1 args x7
ehsys_3532DEB2,7,1,1 args x7
ehsys_DD4DAED2,7,2,1 args x6; 2 args x1
ehsys_7754CFD2,7,3,1 args x4; 3 args x1
ehsys_28BE130B,7,2,1 args x5; 2 args x2
ehsys_C78C87F4,7,3,2 args x4; 3 args x3
ehsys_6D6C9B94,6,3,1 args x5; 3 args x1
ehsys_595083E7,6,2,2 args x6
ehsys_A6D7B8CF,6,2,1 args x5; 2 args x1
ehsys_sceUtilityOskInitStart,6,1,1 args x6
ehsys_0977A12F,6,5,1 args x3; 5 args x2; 2 args x1
ehsys_9074B94E,6,3,3 args x6
ehsys_1C99A7A5,6,5,5 args x2; 1 args x1
ehsys_66B4DCA8,6,3,3 args x6
ehsys_C217BED0,6,4,4 args x6
ehsys_DA66B694,6,3,3 args x6
ehsys_C78D825A,6,4,4 args x6
ehsys_4786AAF9,6,1,1 args x6
ehsys_31B68FCB,6,1,1 args x6
ehsys_2213CC45,6,2,2 args x5; 1 args x1
ehsys_826AE59C,6,2,2 args x5
duel_eng_236A0322,6,1,1 args x1
ehsys_CE32B68D,6,1,1 args x6
ehsys_91E5BB91,6,4,4 args x6
duel_eng_FCA2A00A,6,2,2 args x3
duel_eng_4E22C77E,6,2,2 args x4; 1 args x2
ehsys_46F3C6A2,6,1,1 args x4
ehsys_A263D2AF,6,1,1 args x5
ehsys_6817B19B,6,1,1 args x4
ehsys_5E3D649B,6,8,1 args x4; 3 args x1; 8 args x1
ehsys_7B0C0E23,6,2,1 args x4; 2 args x2
duel_eng_E70954D9,6,1,1 args x6
duel_eng_E1FA8539,6,1,1 args x1
duel_eng_527FE6F9,6,1,1 args x1
ehsys_83D08468,6,2,1 args x5; 2 args x1
ehsys_56DA956A,6,2,2 args x6
ehsys_9455886E,6,4,4 args x1; 1 args x1
